,Date,Content,Section
4267,2019-06-17,"Quiptic crossword No 1,022",crosswords
4268,2019-06-16,"Cryptic crossword No 27,849",crosswords
4269,2019-06-16,"Quick crossword No 15,322",crosswords
4270,2019-06-16,"Azed slip no 2,451",crosswords
4271,2019-06-15,"Azed crossword 2,453",crosswords
4272,2019-06-15,"Everyman crossword No 3,792",crosswords
4273,2019-06-15,"Speedy crossword No 1,237",crosswords
4274,2019-06-14,"Quick crossword No 15,321",crosswords
4275,2019-06-14,Weekend crossword No 441,crosswords
4276,2019-06-14,"Prize crossword No 27,848",crosswords
4277,2019-06-14,"Annotated solutions for Prize 27,842",crosswords
4278,2019-06-13,"Quick crossword No 15,320",crosswords
4279,2019-06-13,"Cryptic crossword No 27,847",crosswords
4280,2019-06-12,"Quick crossword No 15,319",crosswords
4281,2019-06-12,"Cryptic crossword No 27,846",crosswords
4282,2019-06-11,"Cryptic crossword No 27,845",crosswords
4283,2019-06-11,"Quick crossword No 15,318",crosswords
4284,2019-06-10,"Quick crossword No 15,317",crosswords
4285,2019-06-10,"Cryptic crossword No 27,844",crosswords
4286,2019-06-09,"Quick crossword No 15,316",crosswords
4287,2019-06-09,"Cryptic crossword No 27,843",crosswords
4288,2019-06-09,"Quiptic crossword No 1,021",crosswords
4289,2019-06-08,"Azed crossword 2,452",crosswords
4290,2019-06-08,"Speedy crossword No 1,236",crosswords
4291,2019-06-08,"Everyman crossword No 3,791",crosswords
4292,2019-06-07,Weekend crossword No 440,crosswords
4293,2019-06-07,"Quick crossword No 15,315",crosswords
4294,2019-06-07,"Prize crossword No 27,842",crosswords
4295,2019-06-07,"Annotated solutions for Prize 27,836",crosswords
4296,2019-06-06,"Quick crossword No 15,314",crosswords
4297,2019-06-06,"Cryptic crossword No 27,841",crosswords
4298,2019-06-05,"Quick crossword No 15,313",crosswords
4299,2019-06-05,"Cryptic crossword No 27,840",crosswords
4300,2019-06-04,"Cryptic crossword No 27,839",crosswords
4301,2019-06-04,"Quick crossword No 15,312",crosswords
4302,2019-06-03,"Quick crossword No 15,311",crosswords
4303,2019-06-03,"Cryptic crossword No 27,838",crosswords
4304,2019-06-03,Crossword roundup: farewell to the PM with the best name for crosswords,crosswords
4305,2019-06-02,Genius crossword No 192,crosswords
4306,2019-06-02,Annotated solutions for Genius 191,crosswords
4307,2019-06-02,"Quiptic crossword No 1,020",crosswords
4308,2019-06-02,"Quick crossword No 15,310",crosswords
4309,2019-06-02,"Cryptic crossword No 27,837",crosswords
4310,2019-06-01,"Everyman crossword No 3,790",crosswords
4311,2019-06-01,"Speedy crossword No 1,235",crosswords
4312,2019-06-01,"Azed crossword 2,451",crosswords
4313,2019-05-31,Weekend crossword No 439,crosswords
4314,2019-05-31,"Prize crossword No 27,836",crosswords
4315,2019-05-31,"Quick crossword No 15,309",crosswords
4316,2019-05-31,"Annotated solutions for Prize 27,830",crosswords
4317,2019-05-30,"Quick crossword No 15,308",crosswords
4318,2019-05-30,"Cryptic crossword No 27,835",crosswords
4319,2019-05-29,"Quick crossword No 15,307",crosswords
4320,2019-05-29,"Cryptic crossword No 27,834",crosswords
4321,2019-05-28,"Quick crossword No 15,306",crosswords
4322,2019-05-28,"Cryptic crossword No 27,833",crosswords
4323,2019-05-27,"Quick crossword No 15,305",crosswords
4324,2019-05-27,"Cryptic crossword No 27,832",crosswords
4325,2019-05-27,Cryptic crosswords for beginners: cycling clues,crosswords
4326,2019-05-26,"Quiptic crossword No 1,019",crosswords
4327,2019-05-26,"Quick crossword No 15,304",crosswords
4328,2019-05-26,"Cryptic crossword No 27,831",crosswords
4329,2019-05-25,"Azed crossword 2,450",crosswords
4330,2019-05-25,"Everyman crossword No 3,789",crosswords
4331,2019-05-25,"Speedy crossword No 1,234",crosswords
4332,2019-05-24,Weekend crossword No 438,crosswords
4333,2019-05-24,"Quick crossword No 15,303",crosswords
4334,2019-05-24,"Prize crossword No 27,830",crosswords
4335,2019-05-24,"Annotated solutions for Prize 28,824",crosswords
4336,2019-05-23,"Quick crossword No 15,302",crosswords
4337,2019-05-23,"Cryptic crossword No 27,829",crosswords
4338,2019-05-23,"Azed slip no 2,447",crosswords
4339,2019-05-22,"Cryptic crossword No 27,828",crosswords
4340,2019-05-22,"Quick crossword No 15,301",crosswords
4341,2019-05-21,"Quick crossword No 15,300",crosswords
4342,2019-05-21,"Cryptic crossword No 27,827",crosswords
4343,2019-05-20,"Quick crossword No 15,299",crosswords
4344,2019-05-20,"Cryptic crossword No 27,826",crosswords
4345,2019-05-20,Crossword roundup: is it reasonable to ask for unicorns?,crosswords
4346,2019-05-19,"Quiptic crossword No 1,018",crosswords
4347,2019-05-19,"Cryptic crossword No 27,825",crosswords
4348,2019-05-19,"Quick crossword No 15,298",crosswords
4349,2019-05-18,"Azed crossword 2,449",crosswords
4350,2019-05-18,"Speedy crossword No 1,233",crosswords
4351,2019-05-18,"Everyman crossword No 3,788",crosswords
4352,2019-05-17,Weekend crossword No 437,crosswords
4353,2019-05-17,"Quick crossword No 15,297",crosswords
4354,2019-05-17,"Prize crossword No 27,824",crosswords
4355,2019-05-17,"Annotated solutions for Prize 27,818",crosswords
4356,2019-05-16,"Quick crossword No 15,296",crosswords
4357,2019-05-16,"Cryptic crossword No 27,823",crosswords
4358,2019-05-15,"Cryptic crossword No 27,822",crosswords
4359,2019-05-15,"Quick crossword No 15,295",crosswords
4360,2019-05-14,"Cryptic crossword No 27,821",crosswords
4361,2019-05-14,"Quick crossword No 15,294",crosswords
4362,2019-05-13,"Cryptic crossword No 27,820",crosswords
4363,2019-05-13,"Quick crossword No 15,293",crosswords
4364,2019-05-13,Crossword blog: American-style puzzle No 12 – Why do they suddenly appear?,crosswords
4365,2019-05-12,"Cryptic crossword No 27,819",crosswords
4366,2019-05-12,"Quiptic crossword No 1,017",crosswords
4367,2019-05-12,"Quick crossword No 15,292",crosswords
4368,2019-05-11,"Azed crossword 2,448",crosswords
4369,2019-05-11,"Speedy crossword No 1,232",crosswords
4370,2019-05-11,"Everyman crossword No 3,787",crosswords
4371,2019-05-10,Weekend crossword No 436,crosswords
4372,2019-05-10,"Prize crossword No 27,818",crosswords
4373,2019-05-10,"Quick crossword No 15,291",crosswords
4374,2019-05-10,"Annotated solutions for Prize 27,812",crosswords
4375,2019-05-09,"Quick crossword No 15,290",crosswords
4376,2019-05-09,"Cryptic crossword No 27,817",crosswords
4377,2019-05-08,"Quick crossword No 15,289",crosswords
4378,2019-05-08,"Cryptic crossword No 27,816",crosswords
4379,2019-05-07,"Quick crossword No 15,288",crosswords
4380,2019-05-07,"Cryptic crossword No 27,815",crosswords
4381,2019-05-07,Annotated solutions for Genius 190,crosswords
4382,2019-05-07,Genius crossword No 191,crosswords
4383,2019-05-06,"Cryptic crossword No 27,814",crosswords
4384,2019-05-06,"Quick crossword No 15,287",crosswords
4385,2019-05-06,Crossword roundup: inaccurate clues from fictional crosswords,crosswords
4386,2019-05-05,"Quick crossword No 15,286",crosswords
4387,2019-05-05,"Cryptic crossword No 27,813",crosswords
4388,2019-05-05,"Quiptic crossword No 1,016",crosswords
4389,2019-05-04,"Azed crossword 2,447",crosswords
4390,2019-05-04,"Speedy crossword No 1,231",crosswords
4391,2019-05-04,"Everyman crossword No 3,786",crosswords
4392,2019-05-03,Weekend crossword No 435,crosswords
4393,2019-05-03,"Prize crossword No 27,812",crosswords
4394,2019-05-03,"Quick crossword No 15,285",crosswords
4395,2019-05-02,"Annotated solutions for Prize 27,806",crosswords
4396,2019-05-02,"Quick crossword No 15,284",crosswords
4397,2019-05-02,"Cryptic crossword No 27,811",crosswords
4398,2019-05-01,"Cryptic crossword No 27,810",crosswords
4399,2019-05-01,"Quick crossword No 15,283",crosswords
4400,2019-04-30,"Cryptic crossword No 27,809",crosswords
4401,2019-04-30,"Quick crossword No 15,282",crosswords
4402,2019-04-29,"Cryptic crossword No 27,808",crosswords
4403,2019-04-29,"Quick crossword No 15,281",crosswords
4404,2019-04-29,Crossword blog: why are puzzles symmetrical?,crosswords
4405,2019-04-28,"Quiptic crossword No 1,015",crosswords
4406,2019-04-27,"Azed crossword 2,446",crosswords
4407,2019-04-27,"Speedy crossword No 1,230",crosswords
4408,2019-04-27,"Everyman crossword No 3,785",crosswords
4409,2019-04-27,"Azed slip no 2,443",crosswords
4410,2019-04-26,Weekend crossword No 434,crosswords
4411,2019-04-26,"Quick crossword No 15,279",crosswords
4412,2019-04-26,"Prize crossword No 27,806",crosswords
4413,2019-04-26,"Annotated solutions for Prize 27,800",crosswords
4414,2019-04-25,"Cryptic crossword No 27,805",crosswords
4415,2019-04-25,"Quick crossword No 15,278",crosswords
4416,2019-04-24,"Quick crossword No 15,277",crosswords
4417,2019-04-24,"Cryptic crossword No 27,804",crosswords
4418,2019-04-23,"Cryptic crossword No 27,803",crosswords
4419,2019-04-23,"Quick crossword No 15,276",crosswords
4420,2019-04-22,"Quick crossword No 15,275",crosswords
4421,2019-04-22,"Cryptic crossword No 27,802",crosswords
4422,2019-04-22,Crossword roundup: trademarks we never realise are trademarks,crosswords
4423,2019-04-21,"Quick crossword No 15,274",crosswords
4424,2019-04-21,"Cryptic crossword No 27,801",crosswords
4425,2019-04-21,"Quiptic crossword No 1,014",crosswords
4426,2019-04-20,"Speedy crossword No 1,229",crosswords
4427,2019-04-20,"Everyman crossword No 3,784",crosswords
4428,2019-04-20,"Azed crossword 2,445",crosswords
4429,2019-04-19,"Prize crossword 27,800",crosswords
4430,2019-04-19,Weekend crossword No 433,crosswords
4431,2019-04-19,"Quick crossword No 15,273",crosswords
4432,2019-04-19,"Annotated solutions for Prize 27,794",crosswords
4433,2019-04-18,"Cryptic crossword No 27,799",crosswords
4434,2019-04-18,"Quick crossword No 15,272",crosswords
4435,2019-04-17,"Cryptic crossword No 27,798",crosswords
4436,2019-04-17,"Quick crossword No 15,271",crosswords
4437,2019-04-16,"Cryptic crossword No 27,797",crosswords
4438,2019-04-16,"Quick crossword No 15,270",crosswords
4439,2019-04-15,"Cryptic crossword No 27,796",crosswords
4440,2019-04-15,"Quick crossword No 15,269",crosswords
4441,2019-04-15,Crosssword blog: celebrating locally themed puzzles,crosswords
4442,2019-04-14,"Cryptic crossword No 27,795",crosswords
4443,2019-04-14,"Quick crossword No 15,268",crosswords
4444,2019-04-14,"Quiptic crossword No 1,013",crosswords
4445,2019-04-13,"Azed crossword 2,444",crosswords
4446,2019-04-13,"Speedy crossword No 1,228",crosswords
4447,2019-04-13,"Everyman crossword No 3,783",crosswords
4448,2019-04-12,"Prize crossword No 27,794",crosswords
4449,2019-04-12,Weekend crossword No 432,crosswords
4450,2019-04-12,"Quick crossword No 15,267",crosswords
4451,2019-04-12,"Annotated solutions for Prize 27,778",crosswords
4452,2019-04-11,"Quick crossword No 15,266",crosswords
4453,2019-04-11,"Cryptic crossword No 27,793",crosswords
4454,2019-04-10,"Cryptic crossword No 27,792",crosswords
4455,2019-04-10,"Quick crossword No 15,265",crosswords
4456,2019-04-09,"Quick crossword No 15,264",crosswords
4457,2019-04-09,"Cryptic crossword No 27,791",crosswords
4458,2019-04-08,"Cryptic crossword No 27,790",crosswords
4459,2019-04-08,"Quick crossword No 15,263",crosswords
4460,2019-04-08,Crossword roundup: April Fools’ Day puzzles from home and abroad,crosswords
4461,2019-04-07,"Quiptic crossword No 1,012",crosswords
4462,2019-04-07,"Quick crossword No 15,262",crosswords
4463,2019-04-07,"Cryptic crossword No 27,789",crosswords
4464,2019-04-06,"Azed crossword 2,443",crosswords
4465,2019-04-06,"Speedy crossword No 1,227",crosswords
4466,2019-04-06,"Everyman crossword No 3,782",crosswords
4467,2019-04-05,Weekend crossword No 431,crosswords
4468,2019-04-05,"Quick crossword No 15,261",crosswords
4469,2019-04-05,"Prize crossword No 27,788",crosswords
4470,2019-04-05,"Annotated solutions for Prize 27,782",crosswords
4471,2019-04-04,"Quick crossword No 15,260",crosswords
4472,2019-04-04,"Cryptic crossword No 27,787",crosswords
4473,2019-04-03,"Quick crossword No 15,259",crosswords
4474,2019-04-03,"Cryptic crossword No 27,786",crosswords
4475,2019-04-02,"Quick crossword No 15,258",crosswords
4476,2019-04-02,"Cryptic crossword No 27,785",crosswords
4477,2019-04-01,"Quick crossword No 15,257",crosswords
4478,2019-04-01,"Cryptic crossword No 27,784",crosswords
4479,2019-04-01,Crossword blog: try our American-style puzzle No 11: They’re Not *Always* Rude,crosswords
4480,2019-03-31,Annotated solutions for Genius 189,crosswords
4481,2019-03-31,Genius crossword No 190,crosswords
4482,2019-03-31,"Quiptic crossword No 1,011",crosswords
4483,2019-03-31,"Cryptic crossword No 27,783",crosswords
4484,2019-03-31,"Quick crossword No 15,256",crosswords
4485,2019-03-31,"Azed crossword 2,442",crosswords
4486,2019-03-31,"Speedy crossword No 1,226",crosswords
4487,2019-03-31,"Everyman crossword No 3,781",crosswords
4488,2019-03-30,"Annotated solutions for Prize 27,776",crosswords
4489,2019-03-30,"Prize crossword No 27,782",crosswords
4490,2019-03-30,"Quick crossword No 15,255",crosswords
4491,2019-03-30,Weekend crossword No 430,crosswords
4492,2019-03-29,"Quick crossword No 15,254",crosswords
4493,2019-03-29,"Cryptic crossword No 27,781",crosswords
4494,2019-03-28,"Quick crossword No 15,253",crosswords
4495,2019-03-28,"Cryptic crossword No 27,780",crosswords
4496,2019-03-27,"Quick crossword No 15,252",crosswords
4497,2019-03-27,"Cryptic crossword No 27,779",crosswords
4498,2019-03-26,"Cryptic crossword No 27,778",crosswords
4499,2019-03-26,"Quick crossword No 15,251",crosswords
4500,2019-03-25,"Crossword roundup: Melba, Melbourne and mills",crosswords
4501,2019-03-25,"Quick crossword No 15,250",crosswords
4502,2019-03-25,"Quiptic crossword No 1,010",crosswords
4503,2019-03-25,"Cryptic crossword No 27,777",crosswords
4504,2019-03-24,"Azed crossword 2,441",crosswords
4505,2019-03-24,"Everyman crossword No 3,780",crosswords
4506,2019-03-24,"Speedy crossword No 1,225",crosswords
4507,2019-03-23,"Prize crossword No 27,776",crosswords
4508,2019-03-23,"Quick crossword No 15,249",crosswords
4509,2019-03-23,Weekend crossword No 429,crosswords
4510,2019-03-22,"Annotated solutions for Prize 27,770",crosswords
4511,2019-03-22,"Azed slip no 2,438",crosswords
4512,2019-03-22,"Quick crossword No 15,248",crosswords
4513,2019-03-22,"Cryptic crossword No 27,775",crosswords
4514,2019-03-21,"Quick crossword No 15,247",crosswords
4515,2019-03-21,"Cryptic crossword No 27,774",crosswords
4516,2019-03-20,"Quick crossword No 15,246",crosswords
4517,2019-03-20,"Cryptic crossword No 27,773",crosswords
4518,2019-03-19,"Quick crossword No 15,245",crosswords
4519,2019-03-19,"Cryptic crossword No 27,772",crosswords
4520,2019-03-18,Cryptic crosswords for beginners: cities,crosswords
4521,2019-03-18,"Cryptic crossword No 27,771",crosswords
4522,2019-03-18,"Quick crossword No 15,244",crosswords
4523,2019-03-18,"Quiptic crossword No 1,009",crosswords
4524,2019-03-17,"Everyman crossword No 3,779",crosswords
4525,2019-03-17,"Speedy crossword No 1,224",crosswords
4526,2019-03-17,"Azed crossword 2,440",crosswords
4527,2019-03-16,"Quick crossword No 15,243",crosswords
4528,2019-03-16,"Prize crossword No 27,770",crosswords
4529,2019-03-16,Weekend crossword No 428,crosswords
4530,2019-03-15,"Annotated solutions for Prize 27,764",crosswords
4531,2019-03-15,"Cryptic crossword No 27,769",crosswords
4532,2019-03-15,"Quick crossword No 15,242",crosswords
4533,2019-03-14,"Cryptic crossword No 27,768",crosswords
4534,2019-03-14,"Quick crossword No 15,241",crosswords
4535,2019-03-13,"Cryptic crossword No 27,767",crosswords
4536,2019-03-13,"Quick crossword No 15,240",crosswords
4537,2019-03-12,"Quick crossword No 15,239",crosswords
4538,2019-03-12,"Cryptic crossword No 27,766",crosswords
4539,2019-03-11,Crossword roundup: how do ice-skating jumps get their names?,crosswords
4540,2019-03-11,"Cryptic crossword No 27,765",crosswords
4541,2019-03-11,"Quick crossword No 15,238",crosswords
4542,2019-03-11,"Quiptic crossword No 1,008",crosswords
4543,2019-03-10,"Azed crossword 2,439",crosswords
4544,2019-03-10,"Everyman crossword No 3,778",crosswords
4545,2019-03-10,"Speedy crossword No 1,223",crosswords
4546,2019-03-09,Weekend crossword No 427,crosswords
4547,2019-03-09,"Quick crossword No 15,237",crosswords
4548,2019-03-09,"Prize crossword No 27,764",crosswords
4549,2019-03-08,"Annotated solutions for Prize crossword 27,758",crosswords
4550,2019-03-08,"Cryptic crossword No 27,763",crosswords
4551,2019-03-08,"Quick crossword No 15,236",crosswords
4552,2019-03-07,"Quick crossword No 15,235",crosswords
4553,2019-03-07,"Cryptic crossword No 27,762",crosswords
4554,2019-03-06,"Quick crossword No 15,234",crosswords
4555,2019-03-06,"Cryptic crossword No 27,761",crosswords
4556,2019-03-05,"Quick crossword No 15,233",crosswords
4557,2019-03-05,"Cryptic crossword No 27,760",crosswords
4558,2019-03-04,Crossword blog: Brendan's lipogram,crosswords
4559,2019-03-04,Genius crossword No 189,crosswords
4560,2019-03-04,Annotated solutions for Genius 188,crosswords
4561,2019-03-04,"Quiptic crossword No 1,007",crosswords
4562,2019-03-04,"Quick crossword No 15,232",crosswords
